,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,split
8574, 1 Series,2013,7500,Manual,63861,Diesel,30,65.7,2.0,-2.0245157472641857
8575, 1 Series,2016,11000,Manual,56121,Petrol,125,52.3,1.5,-0.41402244536287436
8576, 5 Series,2013,9299,Automatic,88004,Diesel,125,57.6,2.0,0.7092911254548433
8578, 5 Series,2014,12000,Automatic,73500,Diesel,30,62.8,2.0,-2.617539974588975
8581, 2 Series,2016,11000,Manual,79060,Diesel,30,64.2,2.0,-0.9931144894481779
8582, 4 Series,2016,13295,Automatic,84140,Diesel,30,65.7,2.0,-0.661016608935174
8583, 1 Series,2018,12299,Manual,38164,Diesel,145,78.5,1.5,-0.9097743915416128
8584, 1 Series,2013,7699,Manual,51988,Diesel,0,74.3,1.6,0.49014557898885763
8585, 3 Series,2013,7999,Manual,76429,Diesel,20,68.9,2.0,-0.6251929313621102
8586, 1 Series,2013,10000,Automatic,60260,Diesel,30,64.2,2.0,-0.2303963785173733
8587, 1 Series,2014,11000,Automatic,71700,Diesel,125,60.1,2.0,0.6522364947065213
8588, 2 Series,2015,9495,Automatic,91620,Diesel,30,61.4,2.0,-1.2558199180743295
8589, X1,2014,9500,Manual,54630,Diesel,160,51.4,2.0,0.8226282086776815
8590, 1 Series,2016,14499,Manual,17467,Diesel,30,62.8,2.0,-0.4647390402625594
8591, 1 Series,2016,10514,Manual,39512,Diesel,0,78.5,1.5,-0.22373208241636422
8593, X1,2017,19085,Automatic,36983,Diesel,145,57.6,2.0,-0.8216210844549726
8594, 3 Series,2017,16746,Automatic,32230,Diesel,30,64.2,2.0,0.11814744227356136
8595, 3 Series,2017,16500,Automatic,42205,Diesel,150,62.8,2.0,-1.6119598364603287
8597, 3 Series,2017,19500,Automatic,35303,Hybrid,0,134.5,2.0,0.6806738713673115
8599, 1 Series,2017,13500,Manual,16681,Diesel,150,68.9,0.0,-0.7640605814358714
8600, X1,2018,21800,Automatic,12208,Diesel,150,60.1,2.0,0.3511780619554618
8601, 5 Series,2015,12700,Automatic,50000,Diesel,20,68.9,2.0,-1.3276091387562132
8602, 3 Series,2017,17000,Automatic,45000,Other,140,134.5,2.0,-0.5542056190060691
8605, 3 Series,2016,16500,Automatic,23340,Diesel,30,64.2,2.0,-0.9232489237260448
8606, 1 Series,2016,11900,Manual,26093,Petrol,125,53.3,1.5,-0.37020581145241055
8612, X5,2017,29700,Automatic,31000,Diesel,150,47.1,3.0,-1.385284474399952
8613, 4 Series,2016,16000,Automatic,39708,Diesel,30,65.7,2.0,0.1532802385332111
8614, X5,2015,23800,Automatic,54248,Diesel,200,47.1,3.0,0.07508889659848553
8615, X5,2018,32700,Automatic,17552,Diesel,145,45.6,3.0,0.09342575289458675
8616, 5 Series,2017,22500,Automatic,25000,Diesel,150,62.8,2.0,-1.519853785757013
8617, 5 Series,2018,22500,Automatic,34000,Diesel,150,62.8,2.0,-1.0005748683862472
8618, 1 Series,2014,12000,Manual,15520,Diesel,30,64.2,2.0,2.6039565213032687
8619, 1 Series,2018,13100,Automatic,33372,Petrol,145,58.9,1.5,-1.5434476616840347
8620, i3,2017,19300,Automatic,32867,Other,0,470.8,0.6,-0.6841579417789695
8621, 1 Series,2017,11400,Manual,37000,Petrol,125,53.3,1.5,1.5800987562049595
8622, 1 Series,2015,13800,Automatic,29867,Diesel,30,65.7,2.0,-0.39096067348993524
8624, 3 Series,2016,12600,Automatic,52125,Diesel,20,70.6,2.0,1.4720009398793452
8625, 2 Series,2016,11300,Automatic,34090,Diesel,20,72.4,1.5,0.8319657214996421
8626, 1 Series,2016,9800,Manual,57178,Diesel,20,72.4,1.5,-0.751516495018364
8627, X1,2017,15200,Manual,24607,Diesel,125,60.1,2.0,-0.6590004277044945
8629, 3 Series,2017,14200,Manual,18059,Petrol,150,48.7,2.0,1.6123514486434927
8631, 3 Series,2016,15600,Automatic,26267,Diesel,20,70.6,2.0,-1.6371488224146589
8632, 4 Series,2015,19200,Automatic,41670,Diesel,200,47.9,3.0,-0.18974394963453778
8633, 1 Series,2013,7500,Manual,67708,Diesel,0,74.3,1.6,1.8556680429334524
8634, 5 Series,2013,10800,Automatic,73000,Diesel,125,57.6,2.0,1.3449935752168858
8635, 2 Series,2016,12500,Manual,22500,Petrol,30,57.6,1.5,-1.4332064593916976
8636, 1 Series,2018,12800,Automatic,38527,Petrol,145,58.9,1.5,0.033852669023654684
8638, 1 Series,2016,15200,Automatic,23377,Diesel,30,65.7,2.0,0.7725617195197823
8639, 5 Series,2016,13500,Automatic,61425,Diesel,125,60.1,2.0,0.7488133979173842
8641, 1 Series,2015,15500,Manual,45853,Petrol,300,35.3,3.0,-1.8747524857857891
8644, 1 Series,2015,12300,Automatic,32694,Diesel,20,72.4,1.5,-0.11746761841412331
8645, 1 Series,2017,11800,Manual,38356,Diesel,145,83.1,1.5,-1.878538125688909
8646, 1 Series,2016,12300,Manual,16483,Petrol,125,53.3,1.5,1.0491768369021484
8648, 1 Series,2017,13700,Manual,14232,Petrol,125,53.3,1.5,0.8483623210141654
8649, 4 Series,2016,17800,Automatic,24085,Diesel,30,65.7,2.0,1.6890400760338093
8650, 1 Series,2014,11700,Automatic,29626,Petrol,125,50.4,1.6,1.5838377287508871
8653, 3 Series,2018,21300,Automatic,11258,Diesel,145,64.2,2.0,0.17768498317284448
8658, 5 Series,2012,11300,Automatic,47185,Diesel,125,57.6,2.0,-1.595033461266397
8659, 1 Series,2015,12450,Automatic,54789,Diesel,30,65.7,2.0,-1.0350586435311178
8660, 3 Series,2015,12700,Automatic,49122,Diesel,30,67.3,2.0,0.16338019428599307
8662, 3 Series,2016,17400,Automatic,61852,Diesel,200,49.6,3.0,1.4643779856559915
8663, 4 Series,2017,20500,Automatic,24231,Diesel,145,55.4,3.0,-0.0106766529324912
8664, 2 Series,2016,15000,Manual,14395,Petrol,145,47.1,1.5,0.317553835905834
8665, 1 Series,2015,16300,Manual,34271,Petrol,300,35.3,3.0,1.1084233530446002
8666, 3 Series,2014,9500,Manual,58470,Diesel,30,62.8,2.0,0.5692338693108172
8668, 3 Series,2016,16500,Automatic,36584,Diesel,30,62.8,2.0,-1.3583781436941806
8669, 4 Series,2017,19500,Automatic,32632,Diesel,125,58.9,2.0,0.049273087027116615
8671, 3 Series,2015,14000,Manual,33021,Diesel,125,60.1,2.0,-0.5499988141497748
8672, X5,2016,29000,Automatic,20851,Diesel,200,47.1,3.0,-0.18169142289067494
8673, X3,2016,21000,Automatic,31955,Diesel,150,54.3,2.0,0.3515772740252641
8674, 3 Series,2017,14400,Manual,14358,Petrol,150,48.7,2.0,1.8052130753403703
8676, 1 Series,2012,6985,Manual,72300,Diesel,30,62.8,2.0,0.758529694099086
8677, 3 Series,2014,9995,Automatic,103000,Diesel,125,60.1,2.0,-1.2323518668405233
8678, 2 Series,2017,14200,Manual,7329,Petrol,125,52.3,1.5,-1.0030936924595775
8679, 4 Series,2018,18000,Automatic,27000,Petrol,150,48.7,2.0,2.4803923501824165
8681, 1 Series,2017,11850,Manual,29227,Petrol,125,53.3,1.5,0.9923087698692531
8682, X3,2017,19800,Automatic,38636,Diesel,145,54.3,2.0,0.9926498014147466
8684, 1 Series,2014,16700,Automatic,32271,Petrol,235,37.7,3.0,0.02919755090441269
8685, 2 Series,2016,15400,Manual,6593,Diesel,20,68.9,1.5,-0.7884899147827303
8687, 3 Series,2016,14500,Automatic,30284,Diesel,30,65.7,2.0,-1.1787773233047705
8688, 5 Series,2017,22000,Automatic,38002,Diesel,145,60.1,2.0,-0.4396871847562264
8689, 4 Series,2017,18800,Automatic,19708,Diesel,145,65.7,2.0,0.7735020132305739
8690, 6 Series,2017,23400,Automatic,23954,Petrol,260,36.7,3.0,1.3065310080679913
8692, 3 Series,2018,18000,Manual,45344,Diesel,145,64.2,2.0,-1.2960121627886532
8693, 3 Series,2018,21000,Automatic,17932,Diesel,145,64.2,2.0,-0.41992083442029526
8694, 1 Series,2019,17600,Automatic,12839,Diesel,145,70.6,2.0,-0.8823052131720438
8695, 1 Series,2019,16000,Automatic,9119,Petrol,150,38.7,1.5,-0.10073408986969395
8696, 4 Series,2016,16000,Manual,33650,Petrol,160,44.8,2.0,0.16706557259790708
8698, 1 Series,2016,12000,Manual,30445,Petrol,125,53.3,1.5,0.4461885958774135
8699, 1 Series,2017,12800,Manual,30521,Diesel,145,68.9,0.0,1.1432445604050359
8700, 4 Series,2017,17000,Manual,36163,Diesel,145,62.8,2.0,-0.7074031396331175
8701, 3 Series,2018,18000,Automatic,23611,Diesel,150,64.2,0.0,2.2226568226694288
8702, X3,2011,9995,Automatic,76000,Diesel,165,50.4,2.0,0.3693744561700307
8703, 3 Series,2016,14800,Automatic,65000,Diesel,125,57.6,2.0,-0.7941839723956607
8704, 4 Series,2016,13950,Manual,43480,Diesel,30,62.8,2.0,-0.8888503458640372
8706, 3 Series,2015,14500,Automatic,16255,Diesel,30,65.7,2.0,-0.4709845169610635
8707, 1 Series,2016,11000,Manual,34683,Diesel,0,83.1,1.5,0.7156924414868719
8709, 1 Series,2016,13700,Manual,36948,Diesel,30,62.8,2.0,1.727160625716127
8710, 1 Series,2016,12400,Manual,24528,Diesel,20,68.9,0.0,0.44684325064117864
8713, 2 Series,2017,14400,Automatic,25975,Petrol,150,53.3,1.5,0.21801380845915133
8714, 1 Series,2016,12500,Manual,11734,Petrol,125,53.3,1.5,-0.4324333030777292
8716, 1 Series,2017,11400,Manual,40000,Diesel,20,72.4,1.5,2.3185627857814373
8719, 4 Series,2015,15200,Automatic,49450,Diesel,20,62.8,2.0,0.45769414558050536
8720, 1 Series,2018,15800,Manual,2901,Petrol,145,37.7,1.5,-0.1449473882887316
8721, 3 Series,2016,13800,Manual,19401,Diesel,30,67.3,2.0,-0.5908145798270621
8722, 3 Series,2017,19000,Automatic,19345,Diesel,150,64.2,2.0,-0.2779904962777269
8723, 1 Series,2017,13000,Manual,24104,Petrol,125,53.3,1.5,0.6661992885804097
8725, 1 Series,2016,12300,Manual,30856,Diesel,20,68.9,2.0,1.069510880666268
8727, 3 Series,2018,20500,Automatic,28918,Diesel,145,64.2,2.0,0.4922748937213268
8729, 2 Series,2018,17000,Automatic,20000,Petrol,150,50.4,1.5,-1.90494967405174
8730, 5 Series,2019,26000,Automatic,13000,Diesel,145,65.7,2.0,1.7676666838039838
8731, 1 Series,2019,18000,Automatic,11961,Diesel,145,47.9,1.5,0.47110622389224754
8733, 1 Series,2014,12800,Manual,10503,Petrol,145,50.4,1.6,-1.2153382054380828
8734, 1 Series,2019,14500,Manual,30372,Petrol,145,53.3,1.5,-0.2238208768741288
8735, 2 Series,2016,15000,Automatic,17097,Diesel,20,68.9,0.0,-1.6220549171200236
8738, X1,2015,17700,Automatic,27460,Diesel,125,57.6,2.0,-0.5755643133393492
8739, 2 Series,2017,17000,Automatic,33000,Diesel,145,65.7,2.0,0.36001049336430224
8740, 3 Series,2017,13500,Automatic,48704,Petrol,125,51.4,2.0,-0.8892766215454538
8741, X1,2017,16300,Manual,27473,Diesel,125,58.9,2.0,0.11312522802891722
8743, 1 Series,2018,14700,Automatic,16313,Petrol,145,55.5,1.5,-0.06761065354015625
8744, X2,2018,20500,Automatic,6471,Diesel,145,52.3,2.0,-0.30494397648221244
8746, 3 Series,2015,20990,Manual,17620,Petrol,265,36.7,3.0,0.7081051919332625
8748, 1 Series,2017,16800,Automatic,22396,Petrol,145,54.3,1.5,-0.6172793739807361
8749, 3 Series,2016,16900,Automatic,38480,Hybrid,0,148.7,2.0,-0.19068703257180214
8754, 3 Series,2017,13750,Manual,27779,Petrol,150,48.7,2.0,1.17313109398347
8755, X1,2017,15400,Manual,18000,Diesel,20,68.9,2.0,0.11682471035209602
8756, 2 Series,2017,13400,Automatic,49264,Diesel,150,62.8,2.0,-0.8354137348236088
8758, 3 Series,2016,16700,Automatic,52880,Hybrid,0,134.5,2.0,-0.2606833157130645
8760, 1 Series,2015,15490,Automatic,31141,Diesel,30,64.2,2.0,-0.06769517370194808
8761, 5 Series,2014,14990,Automatic,55306,Diesel,125,57.6,2.0,-1.3441800962777495
8762, X1,2016,17000,Manual,41377,Diesel,125,58.9,2.0,0.17829573948361488
8763, 4 Series,2017,19800,Automatic,23609,Diesel,125,60.1,2.0,-0.17010475315054976
8764, 1 Series,2016,15700,Manual,19732,Diesel,30,62.8,2.0,-0.003836879310568751
8765, 1 Series,2017,12900,Automatic,42159,Diesel,150,70.6,2.0,-1.1883137413983997
8766, 2 Series,2017,12000,Automatic,39370,Diesel,150,68.9,2.0,0.3151561918166479
8767, 2 Series,2017,15000,Automatic,36729,Diesel,30,67.3,2.0,-0.21961077356500283
8769, 1 Series,2019,17800,Manual,7218,Petrol,150,52.3,1.5,1.9439923296633561
8771, 8 Series,2019,73900,Automatic,953,Petrol,145,26.9,4.4,-1.9382988730484494
8772, 4 Series,2019,26490,Automatic,6751,Petrol,145,48.7,2.0,-1.2672224278069562
8773, 3 Series,2018,19800,Automatic,29473,Diesel,145,64.2,2.0,-0.7837550350845311
8775, 3 Series,2013,8500,Manual,49884,Petrol,145,47.9,1.6,-0.5839136864203032
8777, 3 Series,2016,16600,Automatic,31741,Diesel,20,65.7,2.0,0.8604173966417337
8779, 2 Series,2018,19600,Manual,15621,Diesel,145,60.1,2.0,0.05106451720295971
8780, X5,2017,30000,Automatic,23882,Diesel,145,47.1,3.0,0.16565977174746557
8783, 2 Series,2017,16400,Automatic,8012,Petrol,150,53.3,1.5,0.9667060351312939
8784, 3 Series,2018,17995,Automatic,17500,Petrol,150,54.3,1.5,0.5828529934681526
8785, 4 Series,2019,28500,Automatic,5123,Petrol,145,48.7,2.0,-0.23845822063980948
8786, 3 Series,2020,32400,Automatic,2121,Diesel,145,52.3,2.0,0.6557045198422085
8787, X3,2019,35900,Automatic,4078,Petrol,145,30.4,2.0,1.2446809282973887
8788, 4 Series,2016,19290,Automatic,44675,Diesel,125,58.9,2.0,1.0054261870313332
8789, X5,2015,35400,Automatic,27947,Diesel,235,42.8,3.0,0.7086545343208156
8790, 2 Series,2019,21990,Manual,1243,Petrol,145,42.2,1.5,-0.40725004303979107
8791, 2 Series,2015,13290,Automatic,27419,Diesel,30,55.4,2.0,0.3661928900432708
8792, X1,2017,22000,Automatic,14105,Diesel,150,60.1,2.0,-1.207959537473346
8794, X1,2017,18300,Automatic,43147,Diesel,145,57.6,2.0,-1.2771139842032864
8796, 1 Series,2018,17500,Manual,4971,Petrol,150,52.3,1.5,1.2855022539765915
8797, 1 Series,2017,15000,Automatic,15592,Petrol,30,55.5,1.5,-1.6919783495360166
8798, 2 Series,2016,19700,Automatic,26193,Petrol,260,37.2,3.0,0.6443304309358026
8799, 2 Series,2016,13400,Manual,35437,Diesel,30,64.2,2.0,0.16737846839629725
8800, 1 Series,2015,12000,Manual,48489,Diesel,30,65.7,2.0,0.16033605347668184
8801, 2 Series,2014,13990,Manual,42947,Petrol,205,42.8,2.0,1.186217904126828
8802, X5,2016,26900,Automatic,17303,Diesel,205,47.9,3.0,-1.4575289265521834
8804, 2 Series,2015,13900,Automatic,29867,Diesel,30,68.9,2.0,-0.21471178179616157
8805, 3 Series,2016,17400,Automatic,32500,Diesel,30,64.2,2.0,1.1715454269614927
8806, 1 Series,2017,16990,Automatic,23000,Diesel,30,65.7,2.0,1.453089498866723
8807, 2 Series,2018,19800,Automatic,10764,Petrol,145,47.9,2.0,-0.6745070800904212
8809, 1 Series,2017,12988,Manual,42069,Diesel,20,68.9,2.0,-0.03575236115991622
8810, 1 Series,2013,11400,Manual,59824,Diesel,125,58.9,2.0,-0.19862409269369316
8811, 3 Series,2014,15690,Automatic,44900,Diesel,125,58.9,2.0,-0.9703208172987294
8812, 1 Series,2014,12990,Manual,34902,Petrol,145,50.4,1.6,-0.28990422052991427
8813, 2 Series,2016,20600,Automatic,22901,Petrol,260,37.2,3.0,1.4272079254927208
8814, 5 Series,2017,26990,Automatic,20508,Diesel,145,56.5,3.0,0.8067838462725581
8817, 4 Series,2015,18990,Automatic,24102,Diesel,145,56.5,2.0,1.6601202234885477
8818, 3 Series,2019,31489,Automatic,7834,Diesel,145,49.6,2.0,-0.7949950322918312
8819, X4,2020,44899,Automatic,100,Petrol,145,26.9,3.0,1.1604409456841072
8820, 3 Series,2020,34900,Automatic,100,Diesel,145,50.4,2.0,-1.721777781403186
8822, X6,2019,58900,Automatic,15,Diesel,145,34.9,3.0,-2.0646330470170358
8823, 3 Series,2016,12000,Manual,42119,Diesel,30,67.3,2.0,0.871660735282307
8824, 5 Series,2014,13500,Automatic,41522,Diesel,30,62.8,2.0,1.8552721521013316
8825, 1 Series,2015,13600,Automatic,38046,Diesel,20,67.3,2.0,0.31221057237877714
8826, 1 Series,2017,15800,Automatic,30257,Diesel,145,68.9,2.0,-0.9806284655507203
8828, 4 Series,2016,17300,Automatic,32837,Diesel,30,65.7,2.0,-0.32669903986891985
8832, 3 Series,2018,22800,Automatic,18627,Petrol,145,47.9,2.0,-0.16780063370639256
8834, 4 Series,2015,16900,Automatic,57317,Petrol,160,44.8,2.0,-1.6759069814989385
8836, X3,2018,30990,Automatic,13034,Diesel,145,54.3,2.0,0.16927175842890044
8838, 3 Series,2014,15490,Manual,47701,Diesel,145,55.4,2.0,0.5536124697587343
8840, 4 Series,2018,22900,Automatic,15814,Petrol,145,48.7,2.0,-1.7155705705765374
8844, 3 Series,2019,33890,Automatic,2993,Diesel,150,47.9,3.0,1.2166073419935322
8845, 1 Series,2018,18995,Automatic,11885,Petrol,150,36.7,2.0,-2.1422893070703393
8846, X1,2020,33400,Manual,321,Diesel,145,50.4,2.0,0.15204178558409046
8847, 3 Series,2020,43900,Automatic,11,Petrol,145,34.9,3.0,-0.2947683410597054
8848, i8,2015,44990,Automatic,43323,Hybrid,0,134.5,1.5,2.013345620707414
8849, 3 Series,2014,9500,Automatic,75083,Diesel,20,68.9,2.0,-0.6169956939143781
8850, 3 Series,2015,13000,Manual,34533,Diesel,125,60.1,2.0,1.096420485393275
8851, 3 Series,2016,10000,Automatic,84878,Diesel,0,74.3,2.0,0.35463829372596634
8852, 3 Series,2015,19690,Automatic,47741,Diesel,200,49.6,3.0,0.40589288914374977
8853, 6 Series,2015,18990,Automatic,62953,Diesel,160,51.4,3.0,-1.4756897366759687
8854, 3 Series,2016,20400,Automatic,40421,Diesel,160,51.4,3.0,-0.9944614592474882
8855, 2 Series,2019,23900,Automatic,2426,Diesel,145,47.1,2.0,-4.041423995395778
8857, 2 Series,2018,19990,Automatic,19234,Diesel,145,47.1,2.0,-1.1614275795638462
8858, X3,2016,21990,Automatic,35121,Diesel,145,54.3,2.0,0.33307118626275395
8859, 3 Series,2014,14500,Automatic,45140,Diesel,125,57.6,3.0,-0.12569441419663616
8861, 4 Series,2016,13000,Automatic,129590,Petrol,150,48.7,2.0,-0.30648764058957406
8862, 2 Series,2016,13995,Manual,36250,Diesel,30,64.2,2.0,-0.42177120215421976
8864, 3 Series,2020,29490,Automatic,12,Petrol,145,42.2,2.0,-0.876837811059201
8865, 3 Series,2019,26899,Automatic,11512,Diesel,145,52.3,2.0,1.91841410001855
8866, 1 Series,2019,26989,Automatic,5444,Diesel,145,51.4,2.0,-0.7280021355519194
8867, 3 Series,2020,34900,Automatic,10,Petrol,145,40.4,2.0,0.661939565426984
8868, 3 Series,2018,20690,Automatic,16986,Diesel,145,64.2,2.0,-2.6461762909916873
8869, 2 Series,2016,13900,Manual,38811,Diesel,20,68.9,1.5,2.8808555283660677
8873, X1,2016,13999,Manual,30466,Diesel,20,68.9,2.0,0.2992009931121429
8874, 2 Series,2016,11999,Automatic,68945,Diesel,20,68.9,1.5,0.17956453754049786
8875, 1 Series,2016,17199,Manual,18706,Petrol,260,36.2,3.0,1.0304479847852805
8876, 3 Series,2012,7500,Manual,75453,Diesel,30,62.8,2.0,-0.6915225267992137
8877, 2 Series,2017,16500,Manual,66410,Petrol,260,36.2,3.0,-1.2496282028913006
8878, 5 Series,2014,11695,Automatic,65520,Diesel,30,62.8,2.0,-0.28805870796941785
8879, 3 Series,2014,14500,Automatic,48760,Diesel,125,57.6,3.0,-1.039025903535372
8880, 1 Series,2014,6795,Manual,102520,Diesel,30,62.8,2.0,-0.9433180390706892
8881, 3 Series,2015,12500,Automatic,107940,Diesel,145,56.5,3.0,0.05742165929525065
8884, 1 Series,2016,8000,Manual,101980,Diesel,20,68.9,2.0,1.1437356909049714
8887, 3 Series,2015,13295,Automatic,76720,Diesel,165,51.4,3.0,0.9539795503599019
8888, 1 Series,2018,13425,Manual,22045,Petrol,150,53.3,1.5,-0.8844426741568228
8889, 3 Series,2016,11250,Automatic,70600,Diesel,30,70.6,2.0,-1.2504222178236812
8890, 3 Series,2016,14195,Automatic,56140,Hybrid,0,148.7,2.0,-0.31345459976041706
8894, 1 Series,2013,10125,Manual,61040,Petrol,205,42.8,2.0,-0.8877029715172303
8895, 7 Series,2006,4995,Automatic,81000,Diesel,325,34.4,3.0,-0.41117166622575224
8899, 1 Series,2016,11500,Manual,54156,Diesel,30,65.7,2.0,0.6255846229349122
8900, 1 Series,2018,13750,Manual,17613,Petrol,145,37.7,1.5,0.7038998961649294
8901, X1,2016,17225,Manual,17531,Diesel,125,58.9,2.0,0.020235698063692784
8902, 3 Series,2017,8795,Manual,108190,Diesel,30,62.8,2.0,0.648151966513874
8903, 1 Series,2015,10695,Automatic,52770,Petrol,145,48.7,1.6,0.4567719116146117
8904, 3 Series,2014,8000,Manual,99920,Diesel,125,58.9,2.0,0.11688481518855379
8905, 3 Series,2016,14295,Automatic,94810,Hybrid,0,134.5,2.0,0.273400492343053
8907, 5 Series,2016,11000,Automatic,100170,Diesel,20,68.9,2.0,0.09345579755609647
8909, 3 Series,2014,11295,Automatic,52117,Diesel,30,62.8,2.0,-1.0952323056514752
8910, 3 Series,2015,13980,Automatic,36816,Diesel,30,70.6,2.0,-0.522412040109357
8911, 3 Series,2009,5695,Semi-Auto,110931,Diesel,160,51.4,2.0,1.6427838090406996
8913, 7 Series,2014,13999,Automatic,53329,Diesel,160,50.4,3.0,-0.4846087900227138
8915, 3 Series,2015,8500,Manual,71915,Diesel,20,68.9,2.0,-0.2850371687157464
8916, 2 Series,2017,16350,Automatic,13750,Diesel,145,62.8,2.0,-0.9474485403217995
8917, X1,2013,9995,Manual,44013,Diesel,160,51.4,2.0,-0.4941739070771097
8920, 3 Series,2015,9500,Manual,128850,Diesel,145,56.5,2.0,-2.4108065929780165
8923, 5 Series,2016,9000,Manual,93240,Diesel,30,65.7,2.0,0.2073382041942143
8924, 1 Series,2015,11695,Automatic,58620,Diesel,20,67.3,2.0,-0.7001112987957152
8925, 3 Series,2010,3800,Manual,156800,Diesel,125,58.9,2.0,0.8692845602681232
8926, 3 Series,2012,8985,Automatic,67458,Diesel,30,62.8,2.0,-1.0458878983269786
8927, 4 Series,2014,13991,Automatic,44042,Diesel,125,57.7,2.0,1.4822869294797698
8929, X3,2015,13985,Automatic,77120,Diesel,150,54.3,2.0,0.9887231371913308
8930, X5,2013,21000,Automatic,52000,Diesel,200,45.6,3.0,-0.6616388646692984
8931, 3 Series,2013,9489,Manual,52757,Diesel,30,62.8,2.0,0.7446793547900643
8932, 3 Series,2017,18999,Automatic,24658,Hybrid,0,134.5,2.0,2.4161011384478512
8933, 5 Series,2016,15499,Automatic,35487,Diesel,30,65.7,2.0,-1.4960206669348974
8934, 2 Series,2015,14700,Automatic,32882,Diesel,125,60.1,0.0,2.086089893560587
8936, 5 Series,2013,11299,Automatic,73876,Diesel,145,55.4,3.0,1.977995826000637
8937, 1 Series,2016,10399,Manual,33546,Diesel,0,83.1,1.5,-0.032942009135401865
8938, 3 Series,2013,10995,Manual,45883,Diesel,30,62.8,2.0,-0.14556882435582338
8939, 3 Series,2016,16995,Automatic,14867,Diesel,145,56.5,3.0,0.41057651463777867
8940, 5 Series,2014,13995,Automatic,48280,Diesel,30,62.8,2.0,0.8741433730151237
8941, 1 Series,2015,10495,Manual,27000,Diesel,0,78.5,1.5,-0.2602725388853387
8942, 5 Series,2016,12494,Automatic,49305,Diesel,20,68.9,2.0,1.247073534437573
8943, 5 Series,2016,13699,Automatic,36813,Diesel,20,68.9,2.0,0.042016375365385786
8944, X1,2016,15994,Manual,24984,Diesel,125,58.9,2.0,0.06723617390113663
8945, X5,2018,47994,Automatic,19750,Diesel,140,47.1,3.0,1.456514296474377
8946, 3 Series,2007,5994,Automatic,118000,Diesel,300,38.2,3.0,-0.5736795319143868
8948, 3 Series,2015,13999,Manual,40430,Diesel,145,56.5,2.0,0.8616850171578181
8950, 3 Series,2017,18999,Automatic,29528,Diesel,145,64.2,2.0,-0.004937916349995498
8951, 3 Series,2015,11999,Manual,40814,Diesel,20,68.9,2.0,2.409868875096649
8952, 4 Series,2016,18499,Automatic,60018,Diesel,160,49.6,3.0,-0.5285458906066862
8953, 4 Series,2016,15499,Manual,32157,Petrol,200,42.8,2.0,-0.44913690931950406
8954, 3 Series,2018,21200,Automatic,13590,Diesel,150,64.2,2.0,0.9793031564620521
8955, 3 Series,2018,18000,Automatic,24240,Diesel,150,64.2,0.0,-1.4539246396796535
